,FISCAL_YEAR,FISCAL_PERIOD,DEPT_NAME,DIV_NAME,MERCHANT,CAT_DESCR,TRANS_DT,MERCHANDISE_AMT
13364,2019,11,DEPT OF EDUCATION,Office of Early Learning,CHICKIE S And PETE S TERM C,Eating Places Restaurants,4/30/2019,8.64
13365,2019,11,DEPT OF EDUCATION,Office of Early Learning,CHICKIE S And PETE S TERM C,Eating Places Restaurants,4/30/2019,20.48
13366,2019,11,DEPT OF EDUCATION,Office of Early Learning,MCDONALD'S F26777,Fast Food Restaurants,5/3/2019,11.8
13367,2019,11,DEPT OF EDUCATION,Office of Early Learning,PPA PHL AIRPORT,Automobile Parking Lots And Garages,5/3/2019,44.0
13368,2019,11,DEPT OF EDUCATION,Office of Early Learning,THE REPUBLIC OF TEXAS RES,Eating Places Restaurants,5/2/2019,13.94
13369,2019,11,DEPT OF EDUCATION,Office of Early Learning,LA QUINTA INNS 0501,Lodging,5/2/2019,434.24
13370,2019,11,DEPT OF EDUCATION,Office of Early Learning,THE REPUBLIC OF TEXAS RES,Eating Places Restaurants,5/2/2019,15.56
13371,2019,11,DEPT OF EDUCATION,Office of Early Learning,N A E Y C CONFERENCE,Organizations Charitable And Social Services,5/2/2019,560.0
13372,2019,11,DEPT OF EDUCATION,Office of Early Learning,SQ *MARTIN SANCHEZ,Travel,4/30/2019,25.84
13373,2019,11,DEPT OF EDUCATION,Office of Early Learning,TST* BOZZELLI S ITALIAN D,Eating Places Restaurants,5/7/2019,12.1
13374,2019,11,DEPT OF EDUCATION,Office of Early Learning,TRAVELOCITY*7431559959,Travel,5/2/2019,6.14
13375,2019,11,DEPT OF EDUCATION,Office of Early Learning,SAN ANTONIO ARLINGTON,Eating Places Restaurants,5/9/2019,14.49
13376,2019,11,DEPT OF EDUCATION,Office of Early Learning,1053 M And S CRYSTAL CITY,Eating Places Restaurants,5/7/2019,16.88
13377,2019,11,DEPT OF EDUCATION,Office of Early Learning,LEBANESE TAVERNA,Eating Places Restaurants,5/8/2019,29.0
13378,2019,11,DEPT OF EDUCATION,Office of Early Learning,LEGAL SEA FOODS #204,Eating Places Restaurants,5/7/2019,32.85
13379,2019,11,DEPT OF EDUCATION,Office of Early Learning,RESIDENCE INNS ARLINGT,Lodging,5/10/2019,852.78
13380,2019,11,DEPT OF EDUCATION,Office of Early Learning,VZWRLSS*IVR VB,Telecom Incl Prepaid-Recurring Phone Svcs,5/17/2019,40.01
13381,2019,11,DEPT OF EDUCATION,Office of Early Learning,LA QUINTA INNS 0501,Lodging,5/2/2019,434.24
13382,2019,11,DEPT OF EDUCATION,Office of Early Learning,LOW COUNTRY - 65,Fast Food Restaurants,5/1/2019,15.0
13383,2019,11,DEPT OF EDUCATION,Office of Early Learning,RESIDENCE INNS ARLINGT,Lodging,5/10/2019,111.0
13384,2019,11,DEPT OF EDUCATION,Other Items,DELTA AIR 0062369134593,Airline,4/30/2019,154.45
13385,2019,11,DEPT OF EDUCATION,Other Items,DELTA AIR 0062369134593,Airline,4/30/2019,36.34
13386,2019,11,DEPT OF EDUCATION,Other Items,DELTA AIR 0062369134593,Airline,4/30/2019,12.72
13387,2019,11,DEPT OF EDUCATION,Other Items,DELTA AIR 0062369134593,Airline,4/30/2019,12.72
13388,2019,11,DEPT OF EDUCATION,Other Items,DELTA AIR 0062369134593,Airline,4/30/2019,12.72
13389,2019,11,DEPT OF EDUCATION,Other Items,DELTA AIR 0062369134593,Airline,4/30/2019,23.26
13390,2019,11,DEPT OF EDUCATION,Other Items,DELTA AIR 0062369134593,Airline,4/30/2019,35.89
13391,2019,11,DEPT OF EDUCATION,Other Items,DELTA AIR 0062369134593,Airline,4/30/2019,4.36
13392,2019,11,DEPT OF EDUCATION,Other Items,CHINA VISA SERVICE CENTER,Other Services Not Elsewhere Classified,5/13/2019,129.58
13393,2019,11,DEPT OF EDUCATION,Other Items,UPS*1Z21X956NT90453576,Courier Svc-Air Ground Freight Forwarders,5/17/2019,6.28
13394,2019,11,DEPT OF EDUCATION,Other Items,INTAC INC,Direct Marketing-Other Direct Marketers-Not Elsew,5/8/2019,606.48
13395,2019,11,DEPT OF EDUCATION,Other Items,FRONTERA GRILL B11 ORD,Eating Places Restaurants,5/11/2019,13.94
13396,2019,11,DEPT OF EDUCATION,Other Items,SHERATON SD MARINA DINE,Eating Places Restaurants,5/9/2019,10.35
13397,2019,11,DEPT OF EDUCATION,Other Items,TAXI SVC SAN DIEGO,Travel,5/11/2019,7.8
13398,2019,11,DEPT OF EDUCATION,Other Items,DELTA AIR 0062369134593,Airline,4/30/2019,0.82
13399,2019,11,DEPT OF EDUCATION,Other Items,UPS*1Z21X9560490221655,Courier Svc-Air Ground Freight Forwarders,5/26/2019,31.4
13400,2019,11,DEPT OF EDUCATION,Other Items,JADE GARDEN RESTAURANT,Fast Food Restaurants,5/4/2019,340.0
13401,2019,11,DEPT OF EDUCATION,Other Items,DELTA AIR 0062369154556,Airline,4/30/2019,1708.03
13402,2019,11,DEPT OF EDUCATION,Other Items,DELTA AIR 0062369382051,Airline,4/30/2019,1538.03
13403,2019,11,DEPT OF EDUCATION,Other Items,UPS*1Z21X9560493973614,Courier Svc-Air Ground Freight Forwarders,5/26/2019,31.4
13404,2019,11,DEPT OF EDUCATION,Other Items,UPS*1Z21X9560490493675,Courier Svc-Air Ground Freight Forwarders,5/26/2019,31.4
13405,2019,11,DEPT OF EDUCATION,Other Items,WORLDWIDE INSURANCE SERVI,Other Services Not Elsewhere Classified,5/23/2019,1635.6
13406,2019,11,DEPT OF EDUCATION,Other Items,AMAZON.COM*MN91S9KK1,Book Stores,5/23/2019,83.37
13407,2019,11,DEPT OF EDUCATION,Other Items,UPS*1Z21X9566693321587,Courier Svc-Air Ground Freight Forwarders,5/26/2019,32.53
13408,2019,11,DEPT OF EDUCATION,Other Items,UPS*1Z21X9560492873626,Courier Svc-Air Ground Freight Forwarders,5/26/2019,31.4
13409,2019,11,DEPT OF EDUCATION,Other Items,UPS*1Z21X9560492553669,Courier Svc-Air Ground Freight Forwarders,5/26/2019,31.4
13410,2019,11,DEPT OF EDUCATION,Other Items,UPS*1Z21X9560492097644,Courier Svc-Air Ground Freight Forwarders,5/26/2019,28.06
13411,2019,11,DEPT OF EDUCATION,Other Items,UPS*1Z21X9560491781638,Courier Svc-Air Ground Freight Forwarders,5/26/2019,31.4
13412,2019,11,DEPT OF EDUCATION,Other Items,UPS*1Z21X9560490597590,Courier Svc-Air Ground Freight Forwarders,5/26/2019,70.96
13413,2019,11,DEPT OF EDUCATION,Other Items,UPS*ADJ00159559992191,Courier Svc-Air Ground Freight Forwarders,5/26/2019,18.2
13414,2019,11,DEPT OF EDUCATION,Other Items,UPS*1Z21X956NT96206671,Courier Svc-Air Ground Freight Forwarders,5/22/2019,6.28
13415,2019,11,DEPT OF EDUCATION,Other Items,DELTA AIR 0062369134593,Airline,4/30/2019,1244.75
13416,2019,11,DEPT OF EDUCATION,Other Items,DELTA AIR 0062369174286,Airline,4/30/2019,1538.03
13417,2019,11,DEPT OF EDUCATION,Other Items,INTAC INC,Direct Marketing-Other Direct Marketers-Not Elsew,5/8/2019,30.32
13418,2019,11,DEPT OF EDUCATION,Other Items,DELTA AIR 0062369174341,Airline,4/30/2019,1708.03
13419,2019,11,DEPT OF EDUCATION,Other Items,DELTA AIR 0062371044383,Airline,5/13/2019,2585.83
13420,2019,11,DEPT OF EDUCATION,Other Items,DELTA AIR 0062369382047,Airline,4/30/2019,1538.03
13421,2019,11,DEPT OF EDUCATION,Other Items,DELTA AIR 0062369382045,Airline,4/30/2019,1538.03
13422,2019,11,DEPT OF EDUCATION,Other Items,DELTA AIR 0062369174290,Airline,4/30/2019,1538.03
13423,2019,11,DEPT OF EDUCATION,Other Items,DELTA AIR 0062369174292,Airline,4/30/2019,1538.03
13424,2019,11,DEPT OF EDUCATION,Other Items,DELTA AIR 0062369174296,Airline,4/30/2019,1538.03
13425,2019,11,DEPT OF EDUCATION,Other Items,DELTA AIR 0062369174294,Airline,4/30/2019,1538.03
13426,2019,11,DEPT OF EDUCATION,Other Items,DELTA AIR 0062369174284,Airline,4/30/2019,1538.03
13427,2019,11,DEPT OF EDUCATION,Other Items,DELTA AIR 0062369154564,Airline,4/30/2019,1708.03
13428,2019,11,DEPT OF EDUCATION,Other Items,DELTA AIR 0062369154568,Airline,4/30/2019,1708.03
13429,2019,11,DEPT OF EDUCATION,Other Items,DELTA AIR 0062369154566,Airline,4/30/2019,1708.03
13430,2019,11,DEPT OF EDUCATION,Other Items,DELTA AIR 0062369154562,Airline,4/30/2019,1708.03
13431,2019,11,DEPT OF EDUCATION,Other Items,DELTA AIR 0062369154558,Airline,4/30/2019,1708.03
13432,2019,11,DEPT OF EDUCATION,Other Items,DELTA AIR 0062369154560,Airline,4/30/2019,1708.03
13433,2019,11,DEPT OF EDUCATION,Other Items,DELTA AIR 0062369134601,Airline,4/30/2019,1538.03
13434,2019,11,DEPT OF EDUCATION,Other Items,SHERATON SAN DIEGO MARINA,Lodging,5/12/2019,709.98
13435,2019,11,DEPT OF EDUCATION,Other Items,PAPANANIS DELI,Fast Food Restaurants,5/10/2019,25.75
13436,2019,11,DEPT OF EDUCATION,Other Items,SAN CAMDEN T2W,Eating Places Restaurants,5/11/2019,23.12
13437,2019,11,DEPT OF EDUCATION,Other Items,GOOD 2 GO III D,Eating Places Restaurants,5/8/2019,22.54
13438,2019,11,DEPT OF EDUCATION,Other Items,SHERATON SD MARINA DINE,Eating Places Restaurants,5/8/2019,22.0
13439,2019,11,DEPT OF EDUCATION,Other Items,DELTA AIR 0062369134595,Airline,4/30/2019,1538.03
13440,2019,11,DEPT OF EDUCATION,Other Items,DELTA AIR 0062369134591,Airline,4/30/2019,1538.03
13441,2019,11,DEPT OF EDUCATION,Other Items,DELTA AIR 0062369134589,Airline,4/30/2019,1538.03
13442,2019,11,DEPT OF EDUCATION,Other Items,DELTA AIR 0062369134599,Airline,4/30/2019,1538.03
13443,2019,11,DEPT OF EDUCATION,Other Items,DELTA AIR 0062369134597,Airline,4/30/2019,1538.03
13444,2019,11,DEPT OF EDUCATION,Other Items,EXCHNG VISITOR PROG,Government Services-Not Elsewhere Classified,5/3/2019,3982.0
13445,2019,11,DEPT OF EDUCATION,Other Items,CHINA VISA SERVICE CENTER,Other Services Not Elsewhere Classified,5/13/2019,454.94
13446,2019,11,DEPT OF EDUCATION,Other Items,DELTA AIR 0062369382049,Airline,4/30/2019,1538.03
13447,2019,11,DEPT OF EDUCATION,Other Items,DELTA AIR 0062369174343,Airline,4/30/2019,1708.03
13448,2019,11,DEPT OF EDUCATION,Other Items,DELTA AIR 0062369174353,Airline,4/30/2019,1708.03
13449,2019,11,DEPT OF EDUCATION,Other Items,DELTA AIR 0062369174349,Airline,4/30/2019,1708.03
13450,2019,11,DEPT OF EDUCATION,Other Items,DELTA AIR 0062369174351,Airline,4/30/2019,1708.03
13451,2019,11,DEPT OF EDUCATION,Other Items,DELTA AIR 0062369174347,Airline,4/30/2019,1708.03
13452,2019,11,DEPT OF EDUCATION,Other Items,DELTA AIR 0062369174288,Airline,4/30/2019,1538.03
13453,2019,11,DEPT OF EDUCATION,Other Items,DELTA AIR 0062369382043,Airline,4/30/2019,1538.03
13454,2019,11,DEPT OF EDUCATION,Other Items,DELTA AIR 0062369382037,Airline,4/30/2019,1538.03
13455,2019,11,DEPT OF EDUCATION,Other Items,DELTA AIR 0062369382041,Airline,4/30/2019,1538.03
13456,2019,11,DEPT OF EDUCATION,Other Items,DELTA AIR 0062369382035,Airline,4/30/2019,1538.03
13457,2019,11,DEPT OF EDUCATION,Other Items,DELTA AIR 0062369382039,Airline,4/30/2019,1538.03
13458,2019,11,DEPT OF EDUCATION,Other Items,DELTA AIR 0062369174345,Airline,4/30/2019,1708.03
13459,2019,11,DEPT OF EDUCATION,Other Items,CHINA VISA SERVICE CENTER,Other Services Not Elsewhere Classified,5/7/2019,8045.06
13460,2019,11,DEPT OF EDUCATION,Other Items,BARGAINTEESCOM,Mens And Womens Clothing Stores,5/3/2019,681.6
13461,2019,11,DEPT OF EDUCATION,Education Block Grants,STAPLS0174923702000001,Stationery-Office Supplies-Printing Writing Pap,5/18/2019,790.02
13462,2019,11,DEPT OF EDUCATION,Education Block Grants,ASCA,Organizations Membership-Not Elsewhere Classified,5/21/2019,129.0
13463,2019,11,DEPT OF EDUCATION,Education Block Grants,OFFICEMAX/OFFICEDEPT#6871,Direct Marketing-Combination Catalog-Retail Merch,5/9/2019,-6.84
13464,2019,11,DEPT OF EDUCATION,Education Block Grants,STAPLS0174991115000001,Stationery-Office Supplies-Printing Writing Pap,5/22/2019,88.19
13465,2019,11,DEPT OF EDUCATION,Education Block Grants,LAKESHORE LEARNING MATER,Schools Educational Svc-Not Elsewhere Classified,5/21/2019,48.73
13466,2019,11,DEPT OF EDUCATION,Education Block Grants,WPY*KIND TO KIDS FOUNDATI,Business Services-Not Elsewhere Classified,5/21/2019,40.0
13467,2019,11,DEPT OF EDUCATION,Education Block Grants,SKETCH FOR SCHOOLS,Stationery-Office Supplies-Printing Writing Pap,5/24/2019,347.18
13468,2019,11,DEPT OF EDUCATION,Education Block Grants,AMZN MKTP US*MN7PS1M42,Book Stores,5/20/2019,36.97
13469,2019,11,DEPT OF EDUCATION,Education Block Grants,UPS*000021X956,Courier Svc-Air Ground Freight Forwarders,5/26/2019,5.17
13470,2019,11,DEPT OF EDUCATION,Education Block Grants,AMZN MKTP US*MN9N43KT1,Book Stores,5/23/2019,1105.5
13471,2019,11,DEPT OF EDUCATION,Education Block Grants,SQ *DELAWARE LITERA,Professional Services-Not Elsewhere Classified,5/22/2019,45.0
13472,2019,11,DEPT OF EDUCATION,Education Block Grants,BARNES And NOBLE 2366,Book Stores,5/7/2019,1496.0
13473,2019,11,DEPT OF EDUCATION,Education Block Grants,STAPLS0174541081000001,Stationery-Office Supplies-Printing Writing Pap,5/3/2019,276.23
13474,2019,11,DEPT OF EDUCATION,Education Block Grants,ASSOC SUPERV AND CURR,Direct Marketing-Catalog Merchants,5/23/2019,1345.14
13475,2019,11,DEPT OF EDUCATION,Education Block Grants,OFFICE DEPOT #1099,Stationery-Office Supplies-Printing Writing Pap,5/3/2019,9.06
13476,2019,11,DEPT OF EDUCATION,Education Block Grants,ASCA 2019 ASCA ANNUAL C,Organizations Membership-Not Elsewhere Classified,5/14/2019,289.0
13477,2019,11,DEPT OF EDUCATION,Education Block Grants,AMAZON.COM*MN9VZ0VQ1,Book Stores,5/15/2019,5.99
13478,2019,11,DEPT OF EDUCATION,Education Block Grants,FASTENAL COMPANY01,Hardware Stores,5/13/2019,114.65
13479,2019,11,DEPT OF EDUCATION,Education Block Grants,TC *STATIONERY HOUSE,Stationery-Office Supplies-Printing Writing Pap,5/6/2019,31.82
13480,2019,11,DEPT OF EDUCATION,Education Block Grants,STAPLS0174923702000003,Stationery-Office Supplies-Printing Writing Pap,5/18/2019,80.14
13481,2019,11,DEPT OF EDUCATION,Education Block Grants,STAPLS0174923702000002,Stationery-Office Supplies-Printing Writing Pap,5/18/2019,19.6
13482,2019,11,DEPT OF EDUCATION,Education Block Grants,AMAZON.COM*MN0837SY2,Book Stores,5/26/2019,509.4
13483,2019,11,DEPT OF EDUCATION,Education Block Grants,AMAZON.COM*MN9VZ0VQ1,Book Stores,5/15/2019,16.98
13484,2019,11,DEPT OF EDUCATION,Education Block Grants,VZWRLSS*IVR VB,Telecom Incl Prepaid-Recurring Phone Svcs,5/17/2019,493.22
13485,2019,11,DEPT OF EDUCATION,Education Block Grants,SKETCH FOR SCHOOLS,Stationery-Office Supplies-Printing Writing Pap,5/24/2019,158.32
13486,2019,11,DEPT OF EDUCATION,Education Block Grants,HILTON CAPITAL,Lodging,5/6/2019,-92.3
13487,2019,11,DEPT OF EDUCATION,Special Needs Programs,FOUR SEASONS JUICE BAR,Misc Food Store-Convenience Mrkt Splty Vendng Macs,4/29/2019,6.75
13488,2019,11,DEPT OF EDUCATION,Special Needs Programs,KAMAL MIDDLE EASTERN SPEC,Eating Places Restaurants,4/29/2019,6.25
13489,2019,11,DEPT OF EDUCATION,Special Needs Programs,WEATHERVANE,Eating Places Restaurants,5/7/2019,33.54
13490,2019,11,DEPT OF EDUCATION,Special Needs Programs,DELTA AIR 0067356712676,Airline,5/2/2019,315.2
13491,2019,11,DEPT OF EDUCATION,Special Needs Programs,AMERICAN AIR0017322791995,Airline,5/21/2019,193.3
13492,2019,11,DEPT OF EDUCATION,Special Needs Programs,NCS*GED EXAM,Schools Educational Svc-Not Elsewhere Classified,5/22/2019,1200.0
13493,2019,11,DEPT OF EDUCATION,Special Needs Programs,SMARTPARK,Automobile Parking Lots And Garages,5/9/2019,33.06
13494,2019,11,DEPT OF EDUCATION,Special Needs Programs,REDNERS MKTS #57,Grocery Stores Supermarkets,5/5/2019,13.35
13495,2019,11,DEPT OF EDUCATION,Special Needs Programs,METROPOLITAN READING,Fast Food Restaurants,4/29/2019,6.8
13496,2019,11,DEPT OF EDUCATION,Special Needs Programs,REDNERS MKTS #57,Grocery Stores Supermarkets,4/28/2019,6.41
13497,2019,11,DEPT OF EDUCATION,Special Needs Programs,SHOPRITE CHRSTNLNDG S1,Grocery Stores Supermarkets,5/10/2019,51.52
13498,2019,11,DEPT OF EDUCATION,Special Needs Programs,SQ *LUHV VEGAN DELI,Eating Places Restaurants,4/29/2019,16.13
13499,2019,11,DEPT OF EDUCATION,Special Needs Programs,SWEET AS FUDGE CANDY SHO,Candy Nut Confectionery Stores,4/29/2019,12.67
13500,2019,11,DEPT OF EDUCATION,Special Needs Programs,COURTYARD CHAPEL HILL,Lodging,5/7/2019,14.62
13501,2019,11,DEPT OF EDUCATION,Special Needs Programs,DELTA AIR 0067322792989,Airline,5/21/2019,58.3
13502,2019,11,DEPT OF EDUCATION,Special Needs Programs,EXPEDIA 7436565004030,Travel,5/21/2019,2.07
13503,2019,11,DEPT OF EDUCATION,Special Needs Programs,STAPLS0174751999000001,Stationery-Office Supplies-Printing Writing Pap,5/11/2019,90.78
13504,2019,11,DEPT OF EDUCATION,Special Needs Programs,SAMS CLUB #6330,Wholesale Clubs,5/13/2019,86.18
13505,2019,11,DEPT OF EDUCATION,Special Needs Programs,N A E Y C CONFERENCE,Organizations Charitable And Social Services,5/2/2019,430.0
13506,2019,11,DEPT OF EDUCATION,Special Needs Programs,COL PRKNG GOV CNTR Q07,Automobile Parking Lots And Garages,5/1/2019,4.0
13507,2019,11,DEPT OF EDUCATION,Special Needs Programs,REDNERS MKTS #13,Grocery Stores Supermarkets,5/13/2019,42.97
13508,2019,11,DEPT OF EDUCATION,Special Needs Programs,NCS*GED EXAM,Schools Educational Svc-Not Elsewhere Classified,5/2/2019,1200.0
13509,2019,11,DEPT OF EDUCATION,Special Needs Programs,VALLEY SHEPHERD,Misc Food Store-Convenience Mrkt Splty Vendng Macs,4/29/2019,14.3
13510,2019,11,DEPT OF EDUCATION,Special Needs Programs,SQUIDS OYSTER BAR,Eating Places Restaurants,5/6/2019,25.0
13511,2019,11,DEPT OF EDUCATION,Special Needs Programs,COURTYARD CHAPEL HILL,Lodging,5/7/2019,19.5
13512,2019,11,DEPT OF EDUCATION,Special Needs Programs,SQ *GOSQ.COM EMAD M,Other Services Not Elsewhere Classified,5/9/2019,48.54
13513,2019,11,DEPT OF EDUCATION,Special Needs Programs,DELTA AIR BAGGAGE FEE,Airline,5/2/2019,30.0
13514,2019,11,DEPT OF EDUCATION,Special Needs Programs,42ND STREET BAR RDU,Eating Places Restaurants,5/9/2019,21.24
13515,2019,11,DEPT OF EDUCATION,Special Needs Programs,COURTYARD CHAPEL HILL,Lodging,5/10/2019,553.89
13516,2019,11,DEPT OF EDUCATION,Special Needs Programs,DELTA AIR BAGGAGE FEE,Airline,5/9/2019,30.0
13517,2019,11,DEPT OF EDUCATION,Special Needs Programs,STAPLS0174751999000002,Stationery-Office Supplies-Printing Writing Pap,5/11/2019,3.72
13518,2019,11,DEPT OF EDUCATION,Special Needs Programs,AMERICAN AIR0017356712682,Airline,5/2/2019,341.0
13519,2019,11,DEPT OF EDUCATION,Special Needs Programs,SHOPRITE CHRSTNLNDG S1,Grocery Stores Supermarkets,5/6/2019,191.26
13520,2019,11,DEPT OF EDUCATION,Special Needs Programs,RESTAURANT DEPOT,Grocery Stores Supermarkets,5/17/2019,179.77
13521,2019,11,DEPT OF EDUCATION,Special Needs Programs,SHOPRITE CHRSTNLNDG S1,Grocery Stores Supermarkets,5/17/2019,142.58
13522,2019,11,DEPT OF EDUCATION,Special Needs Programs,EXPEDIA 7431514774034,Travel,5/2/2019,5.64
13523,2019,11,DEPT OF EDUCATION,Driver Training,CENTRAL TEXAS DRIVING SCH,Schools Educational Svc-Not Elsewhere Classified,5/21/2019,600.0
13524,2019,11,DEPT OF EDUCATION,Adult Education and Work Force,DATA RECOGNITION CORPORAT,Business Services-Not Elsewhere Classified,5/17/2019,477.32
13525,2019,11,DEPT OF EDUCATION,Adult Education and Work Force,IN *PAXEN PUBLISHING LLC,Business Services-Not Elsewhere Classified,5/24/2019,404.1
13526,2019,11,DEPT OF EDUCATION,Adult Education and Work Force,DATA RECOGNITION CORPORAT,Business Services-Not Elsewhere Classified,5/17/2019,3625.66
13527,2019,11,DEPT OF EDUCATION,Adult Education and Work Force,IN *PAXEN PUBLISHING LLC,Business Services-Not Elsewhere Classified,5/23/2019,400.43
13528,2019,11,DEPT OF EDUCATION,Adult Education and Work Force,IN *PAXEN PUBLISHING LLC,Business Services-Not Elsewhere Classified,5/24/2019,3848.6
13529,2019,11,DEPT OF EDUCATION,Adult Education and Work Force,IN *PAXEN PUBLISHING LLC,Business Services-Not Elsewhere Classified,5/23/2019,3813.63
13530,2019,12,DEPT OF EDUCATION,Office of the Secretary,ALASKA AIR 0277323958234,Airline,5/29/2019,115.3
13531,2019,12,DEPT OF EDUCATION,Office of the Secretary,SPIRIT AIRL 4870207964143,Airline,5/29/2019,126.29
13532,2019,12,DEPT OF EDUCATION,Office of the Secretary,ULINE *SHIP SUPPLIES,Direct Marketing-Catalog Merchants,5/29/2019,58.26
13533,2019,12,DEPT OF EDUCATION,Office of the Secretary,ENVATOMARKET47851908,Advertising Services,6/12/2019,44.0
13534,2019,12,DEPT OF EDUCATION,Office of the Secretary,GRAND ISLE RESTAURANT,Eating Places Restaurants,6/25/2019,22.79
13535,2019,12,DEPT OF EDUCATION,Office of the Secretary,RWM EMBROIDERY And MORE,Other Services Not Elsewhere Classified,6/19/2019,1216.8
13536,2019,12,DEPT OF EDUCATION,Office of the Secretary,SPIRIT AIRL 4870207916861,Airline,5/29/2019,178.98
13537,2019,12,DEPT OF EDUCATION,Office of the Secretary,STAPLS0175349525000001,Stationery-Office Supplies-Printing Writing Pap,6/15/2019,58.42
13538,2019,12,DEPT OF EDUCATION,Office of the Secretary,HENDRICKS BBQ,Eating Places Restaurants,6/19/2019,36.93
13539,2019,12,DEPT OF EDUCATION,Office of the Secretary,WASHINGTON MELROSE,Lodging,6/6/2019,891.48
13540,2019,12,DEPT OF EDUCATION,Office of the Secretary,BUCA DI BEPPO-ANAHEIM,Eating Places Restaurants,6/21/2019,56.44
13541,2019,12,DEPT OF EDUCATION,Office of the Secretary,EMBASSY SUITES ANAHM S,Lodging,6/23/2019,699.72
13542,2019,12,DEPT OF EDUCATION,Office of the Secretary,COA -WWW.CHEAPOAIR.COM,Travel,5/29/2019,55.0
